aUrlId,pId,aId,aName
145077545,p1087,a5120,G. Cochrane
145077545,p2377,a5120,G. Cochrane
145077545,p2383,a5120,G. Cochrane
145077545,p2389,a5120,G. Cochrane
1702103,p1087,a5121,E. Birney
1702103,p1327,a5121,E. Birney
1702103,p1387,a5121,E. Birney
1702103,p1397,a5121,E. Birney
1702103,p2179,a5121,E. Birney
1702103,p2222,a5121,E. Birney
1702103,p2372,a5121,E. Birney
1702103,p2452,a5121,E. Birney
2052302805,p1088,a5122,Neha Kulkarni
51479044,p1088,a5123,L. Alessandri
9767777,p1088,a5124,R. Panero
2594665,p1088,a5125,M. Arigoni
2151408,p1088,a5126,M. Olivero
2234302,p1088,a5127,F. Cordero
1707561,p1088,a5128,M. Beccuti
2772280,p1088,a5129,R. Calogero
2572519,p1089,a5130,S. Baichoo
1617888192,p1089,a5131,Yassine Souilmi
145347621,p1089,a5132,G. Botha
2442056,p1089,a5133,Ayton Meintjes
4078709,p1089,a5134,Hocine Bendou
51977931,p1089,a5135,Eugene de Beste
2291316,p1089,a5136,P. T. Mpangase
49373371,p1089,a5137,Oussema Souiai
51995169,p1089,a5138,Mustafa Alghali
2113297388,p1089,a5139,Long Yi
2080433478,p1089,a5140,Brian D. O'Connor
144361904,p1089,a5141,M. Crusoe
41203548,p1089,a5142,D. Armstrong
34608773,p1089,a5143,Azza E. Ahmed
2567413,p1089,a5144,M. Mbiyavanga
8647566,p1089,a5145,P. Heusden
10674193,p1089,a5146,Lerato E. Magosi
51983872,p1089,a5147,Jennie Zermeno
143607826,p1089,a5148,L. S. Mainzer
6862351,p1091,a5149,S. Hiraoka
6632126,p1091,a5150,Ching-chia Yang
6632126,p2205,a5150,Ching-chia Yang
2604009,p1091,a5151,W. Iwasaki
40322828,p1092,a5152,Arlín Toro
6356724,p1093,a5153,Sarah K. Wooller
1401918648,p1093,a5154,Graeme Benstead-Hume
2143736877,p1093,a5155,Xiangrong Chen
152552413,p1093,a5156,Y. Ali
37671591,p1093,a5157,F. Pearl
1769496,p1094,a5158,E. Rouchka
2044958,p1094,a5159,J. Chariker
5847964,p1094,a5160,D. Tieri
1603532623,p1094,a5161,J. Park
4557442,p1094,a5162,Shreedharkumar D. Rajurkar
2118839061,p1094,a5163,Vikas Singh
1732360,p1094,a5164,N. Verma
144147312,p1094,a5165,Y. Cui
1731235,p1094,a5166,M. Farman
1731235,p1094,a5166,M. Farman
40397014,p1094,a5167,Bradford Condon
145983165,p1094,a5168,N. Moore
145983165,p1094,a5168,N. Moore
1715364,p1094,a5169,J. Jaromczyk
1715364,p1094,a5169,J. Jaromczyk
1727118,p1094,a5170,Jolanta Jaromczyk
2075342770,p1094,a5171,Daniel R. Harris
1680181,p1094,a5172,P. Calie
27015487,p1094,a5173,Eun Kyong Shin
143999416,p1094,a5174,R. Davis
1398105314,p1094,a5175,Arash Shaban-Nejad
26945500,p1094,a5176,Joshua M. Mitchell
1802141,p1094,a5177,R. Flight
2145464371,p1094,a5178,Qing Jun Wang
1916708,p1094,a5179,R. Higashi
40170120,p1094,a5180,T. Fan
34709764,p1094,a5181,A. Lane
145463656,p1094,a5182,H. Moseley
145463656,p1094,a5182,H. Moseley
47684460,p1094,a5183,Liangqun Lu
2047694002,p1094,a5184,B. Daigle
2047694002,p1094,a5184,B. Daigle
2145308713,p1094,a5185,Xi Chen
9718741,p1094,a5186,Andrey Smelter
2146028325,p1094,a5187,Li Chen
1620874789,p1094,a5188,Bailey K. Phan
1620875563,p1094,a5189,Nathaniel J. Serpico
15659639,p1094,a5190,Ethan G. Toney
116926888,p1094,a5191,Caroline Melton
48247240,p1094,a5192,J. Mandel
2149052662,p1094,a5193,Hao Chen
21757542,p1094,a5194,Kazi I. Zaman
2064660,p1094,a5195,R. Homayouni
39960997,p1094,a5196,P. Trainor
31691175,p1094,a5197,Samantha M. Carlisle
8484176,p1094,a5198,A. DeFilippis
39410750,p1094,a5199,S. Rai
1751504,p1095,a5200,A. Boulesteix
1751504,p1254,a5200,A. Boulesteix
1751504,p1287,a5200,A. Boulesteix
1751504,p1374,a5200,A. Boulesteix
3284622,p1095,a5201,Silke Janitza
48740962,p1095,a5202,J. Kruppa
1825863,p1095,a5203,I. König
35213961,p1096,a5204,Gavin R. Oliver
2908122,p1096,a5205,S. Hart
2216813,p1096,a5206,E. Klee
1749801,p1097,a5207,Andreas Holzinger
1976557,p1097,a5208,I. Jurisica
1976557,p2460,a5208,I. Jurisica
2091643,p1098,a5209,R. Barrero
8795508,p1098,a5210,K. Napier
4016735,p1098,a5211,J. Cunnington
5992312,p1098,a5212,L. Liefting
27014615,p1098,a5213,S. Keenan
34958903,p1098,a5214,R. Frampton
2059183156,p1098,a5215,T. Szabó
5554144,p1098,a5216,S. Bulman
48974747,p1098,a5217,A. Hunter
39171620,p1098,a5218,L. Ward
8788497,p1098,a5219,M. Whattam
69490533,p1098,a5220,M. Bellgard
67179990,p1099,a5221,M. Frankfurter
67179990,p1100,a5221,M. Frankfurter
1941802,p1101,a5222,W. Wasserman
1941802,p2175,a5222,W. Wasserman
3275066,p1101,a5223,A. Sandelin
3275066,p2175,a5223,A. Sandelin
3275066,p2404,a5223,A. Sandelin
2053381189,p1102,a5224,Antonio Mora
49687105,p1102,a5225,G. K. Sandve
2420039,p1102,a5226,O. Gabrielsen
50489424,p1102,a5227,R. Eskeland
49165680,p1103,a5228,Ranjit Kumar
6409389,p1103,a5229,P. Eipers
2059698224,p1103,a5230,Michael R. Crowley
2388137,p1103,a5231,D. Crossman
2192248,p1103,a5232,E. Lefkowitz
2192248,p1473,a5232,E. Lefkowitz
2564748,p1103,a5233,C. Morrow
2353154,p1104,a5234,H. Kashyap
2353154,p1109,a5234,H. Kashyap
2315045,p1104,a5235,H. A. Ahmed
2315045,p1109,a5235,H. A. Ahmed
2176610,p1104,a5236,N. Hoque
2176610,p1109,a5236,N. Hoque
38217938,p1104,a5237,Swarup Roy
38217938,p1109,a5237,Swarup Roy
50573679,p1104,a5238,D. Bhattacharyya
50573679,p1109,a5238,D. Bhattacharyya
2032358,p1105,a5239,Cen Wu
144072412,p1105,a5240,Shuangge Ma
144072412,p1197,a5240,Shuangge Ma
144072412,p1297,a5240,Shuangge Ma
80406273,p1106,a5241,Tao Wang
2082467,p1106,a5242,Guanghua Xiao
34437375,p1106,a5243,Yongjun Chu
145332758,p1106,a5244,Michael Q. Zhang
3117142,p1106,a5245,D. Corey
145668114,p1106,a5246,Yang Xie
144858116,p1107,a5247,J. Ison
1877146,p1107,a5248,Matúš Kalaš
10117510,p1107,a5249,I. Jonassen
10117510,p2372,a5249,I. Jonassen
2834800,p1107,a5250,D. Bolser
143970570,p1107,a5251,J. Malone
143970570,p1268,a5251,J. Malone
1721950,p1107,a5252,S. Pettifer
1721950,p1248,a5252,S. Pettifer
31335013,p1107,a5253,P. Rice
31335013,p1381,a5253,P. Rice
144750072,p1108,a5254,J. Wren
2104940,p1110,a5255,C. Greene
145745139,p1110,a5256,J. Tan
32404714,p1110,a5257,M. Ung
2108563310,p1110,a5258,J. H. Moore
2109916349,p1110,a5259,Chao Cheng
1755594,p1111,a5260,F. Lewitter
1755594,p1115,a5260,F. Lewitter
1693041,p1111,a5261,P. Radivojac
1779929,p1112,a5262,A. Lagunin
19172929,p1112,a5263,R. Goel
2893244,p1112,a5264,D. Gawande
19389199,p1112,a5265,Priynka Pahwa
40460037,p1112,a5266,T. Gloriozova
31666378,p1112,a5267,A. Dmitriev
153844845,p1112,a5268,S. Ivanov
153071426,p1112,a5269,Anastassia V. Rudik
11597868,p1112,a5270,V. Konova
11974306,p1112,a5271,P. Pogodin
2320418,p1112,a5272,D. Druzhilovsky
1805456,p1112,a5273,V. Poroikov
35584126,p1113,a5274,Käthe M. Dahlström
2056261955,p1114,a5275,Peiqin Gu
1729778,p1114,a5276,Huajun Chen
1404291011,p1115,a5277,E. Bongcam-Rudloff
3039215,p1115,a5278,Manuel Corpas
1873696,p1115,a5279,P. Gaudet
1873696,p2162,a5279,P. Gaudet
8641923,p1115,a5280,P. Palagi
2396335,p1115,a5281,C. W. Gelder
2126947,p1116,a5282,E. Afgan
35896013,p1116,a5283,Clare Sloggett
2776237,p1116,a5284,N. Goonasekera
2268495,p1116,a5285,I. Makunin
49437249,p1116,a5286,Derek Benson
2074836467,p1116,a5287,Mark Crowe
6110690,p1116,a5288,Simon L. Gladman
2052832,p1116,a5289,Y. Kowsar
3374905,p1116,a5290,Michael Pheasant
3374905,p2294,a5290,Michael Pheasant
2058935368,p1116,a5291,Ron Horst
2407989,p1116,a5292,A. Lonie
2108184717,p1117,a5293,Xu-Bin Li
2116484097,p1117,a5294,Wen-Rui Jiang
144906697,p1117,a5295,Ziyu Lin
2108694412,p1117,a5296,Gui-Lin Li
32811782,p1117,a5297,Ke Chen
1868922,p1118,a5298,Zhi-qiang Zeng
2108701882,p1118,a5299,Hua Shi
2108408362,p1118,a5300,Yun Wu
2955589,p1118,a5301,Zhiling Hong
3102236,p1119,a5302,T. Karikari
8313633,p1120,a5303,Ö. T. Bishop
2415782,p1120,a5304,K. Ghedira
2221017,p1121,a5305,Alejandra J. Magana
4262394,p1121,a5306,M. Taleyarkhan
40369893,p1121,a5307,D. Alvarado
2054360255,p1121,a5308,Michael Kane
3158825,p1121,a5309,John A. Springer
6825527,p1121,a5310,K. Clase
34569504,p1122,a5311,M. D. Souto
1737203,p1122,a5312,M. Kann
1737203,p1185,a5312,M. Kann
2940289,p1123,a5313,E. Giannoulatou
2453278,p1123,a5314,D. Humphreys
144003410,p1123,a5315,J. Ho
144003410,p1317,a5315,J. Ho
1791105,p1124,a5316,Yanjun Qi
47664870,p1125,a5317,A. Roth
2397652,p1125,a5318,Z. Weinberg
5299019,p1125,a5319,Andy G. Y. Chen
36698547,p1125,a5320,P. B. Kim
34698488,p1125,a5321,T. Ames
2246735,p1125,a5322,R. Breaker
2453279,p1126,a5323,M. Marz
32170898,p1126,a5324,C. Drosten
2905204,p1126,a5325,M. Fricke
1697754,p1126,a5326,D. Frishman
1697754,p2402,a5326,D. Frishman
1764831,p1126,a5327,I. Hofacker
119727589,p1126,a5328,D. Hoffmann
1685824,p1126,a5329,M. Middendorf
1734264,p1126,a5330,T. Rattei
143788547,p1126,a5331,P. Stadler
34729787,p1126,a5332,A. Töpfer
38129071,p1127,a5333,D. Smith
32319439,p1128,a5334,J. Egea
145253960,p1128,a5335,David Henriques
2500891,p1128,a5336,T. Cokelaer
2867208,p1128,a5337,A. F. Villaverde
1687682,p1128,a5338,J. Banga
1389786323,p1128,a5339,J. Sáez-Rodríguez
7705581,p1129,a5340,Alaina G. Levine
152862261,p1130,a5341,Caroline H. Johnson
2117173,p1130,a5342,J. Ivanisevic
143877861,p1130,a5343,H. P. Benton
2099119,p1130,a5344,G. Siuzdak
2099119,p2209,a5344,G. Siuzdak
1720837,p1131,a5345,P. Arora
3602119,p1131,a5346,Hanhong Bae
1751920,p1132,a5347,Benjamin M. Good
1759053,p1132,a5348,A. Su
1395785994,p1133,a5349,Kieran O’Neill
3135425,p1133,a5350,N. Aghaeepour
2392403,p1133,a5351,Josef Spidlen
1779438,p1133,a5352,R. Brinkman
2900249,p1134,a5353,Stefan Naulaerts
1993159,p1134,a5354,P. Meysman
2262873,p1134,a5355,W. Bittremieux
3568726,p1134,a5356,T. Vu
2869122,p1134,a5357,W. V. Berghe
1722864,p1134,a5358,Bart Goethals
3081971,p1134,a5359,K. Laukens
145377984,p1135,a5360,R. B. Squires
145377984,p1137,a5360,R. B. Squires
46750251,p1135,a5361,J. Noronha
46750251,p1137,a5361,J. Noronha
145410810,p1135,a5362,Victoria Hunt
145410810,p1137,a5362,Victoria Hunt
1395652618,p1135,a5363,A. García-Sastre
5244795,p1135,a5364,N. Baumgarth
1851638,p1135,a5365,D. Suarez
39630596,p1135,a5366,Alvin Ramsey
4504173,p1135,a5367,Jon Deitrich
1397687078,p1136,a5368,Jurate Daugelaite
84025032,p1136,a5369,A. Driscoll
2586494,p1136,a5370,R. Sleator
1927352,p1137,a5371,E. Sadat
1606106088,p1137,a5372,Mengya Liu
1981823,p1137,a5373,Jonathan Dietrich
47818576,p1138,a5374,Liping Chen
92148538,p1138,a5375,Di Wu
1596203013,p1138,a5376,L. Ji
47150288,p1138,a5377,Xiaofang Wu
3325398,p1138,a5378,Deshun Xu
47060290,p1138,a5379,Z. Cao
144911494,p1138,a5380,Jiankang Han
2417470,p1139,a5381,Vivekanand Sharma
1742896,p1139,a5382,I. Sarkar
1742896,p1223,a5382,I. Sarkar
153471873,p1140,a5383,Min Song
2109561868,p1140,a5384,Suyeon Kim
2053280,p1141,a5385,D. Mount
3112939,p1142,a5386,Sami Laroum
31396822,p1142,a5387,B. Duval
40300558,p1142,a5388,D. Tessier
2070667,p1142,a5389,Jin-Kao Hao
1421222990,p1143,a5390,M. Dolled-Filhart
2115304060,p1143,a5391,Michael Lee
88575023,p1143,a5392,Chih-wen Ou-yang
50270321,p1143,a5393,Rajini R. Haraksingh
2121626134,p1143,a5394,J. Lin
5018076,p1144,a5395,O. Abel
31643174,p1144,a5396,J. Powell
2763357,p1144,a5397,P. Andersen
87486204,p1144,a5398,A. Al-Chalabi
1841114,p1145,a5399,Pramod Katara
5788150,p1146,a5400,Luwen Ning
2143909802,p1146,a5401,Geng Liu
150112625,p1146,a5402,Guibo Li
144833146,p1146,a5403,Yong Hou
2054670530,p1146,a5404,Yin Tong
2264959,p1146,a5405,Jiankui He
145743195,p1147,a5406,M. Randic
145743195,p1735,a5406,M. Randic
145743195,p1954,a5406,M. Randic
2475043,p1147,a5407,M. Novič
1792798,p1147,a5408,D. Plavsic
2075842,p1148,a5409,A. Karnovsky
3164501,p1148,a5410,T. Weymouth
2100923,p1148,a5411,Tim Hull
1940248,p1148,a5412,V. Tarcea
2722045,p1148,a5413,Giovanni Scardoni
2208986,p1148,a5414,C. Laudanna
1685301,p1148,a5415,M. Sartor
2117004,p1148,a5416,K. Stringer
2686496,p1148,a5417,C. Burant
1960873,p1148,a5418,B. Athey
1687359,p1149,a5419,C. Have
2057912384,p1149,a5420,L. Jensen
3035652,p1150,a5421,D. Caccia
145801288,p1150,a5422,M. Dugo
3302625,p1150,a5423,M. Callari
3792155,p1150,a5424,I. Bongarzone
2000896,p1151,a5425,F. Belleau
9171464,p1151,a5426,Marc-Alexandre Nolin
2557437,p1151,a5427,N. Tourigny
34843949,p1151,a5428,P. Rigault
145532617,p1151,a5429,J. Morissette
144306257,p1152,a5430,P. Woo
46844089,p1152,a5431,Yi Huang
145931871,p1152,a5432,S. Lau
145537748,p1152,a5433,K. Yuen
40941582,p1153,a5434,Kathryn M. Cooper
48728102,p1153,a5435,Benjamin Currall
1765918,p1153,a5436,H. Ali
145134173,p1154,a5437,M. Sugimoto
153400107,p1154,a5438,M. Kawakami
145742117,p1154,a5439,M. Robert
2795829,p1154,a5440,T. Soga
34958997,p1154,a5441,M. Tomita
34958997,p1635,a5441,M. Tomita
1707123,p1155,a5442,S. Letovsky
1397958221,p1156,a5443,L. Ohno-Machado
1397958221,p1223,a5443,L. Ohno-Machado
1697259,p1157,a5444,A. Hassanien
1697259,p1454,a5444,A. Hassanien
1697259,p1457,a5444,A. Hassanien
1395641213,p1157,a5445,Eiman Tamah Al-Shammari
1707709,p1157,a5446,N. Ghali
32703858,p1158,a5447,Geraint Duck
2144507,p1158,a5448,G. Nenadic
50325336,p1158,a5449,A. Brass
50325336,p1341,a5449,A. Brass
50325336,p1495,a5449,A. Brass
1779626,p1158,a5450,D. Robertson
50027433,p1159,a5451,D. Ferrier
34243660,p1159,a5452,P. Holland
35405821,p1159,a5453,John B. O. Mitchell
46870998,p1159,a5454,H. Plaisier
3046058,p1159,a5455,M. Ritchie
1404337602,p1159,a5456,Steven D. Smart
143713826,p1160,a5457,Eibe Frank
118860642,p1160,a5458,M. Hall
33614647,p1160,a5459,L. Trigg
9419406,p1160,a5460,I. Witten
1714873,p1161,a5461,C. Steinbeck
1714873,p1453,a5461,C. Steinbeck
48386456,p1161,a5462,Yongquan Han
40505236,p1161,a5463,S. Kuhn
40505236,p1453,a5463,S. Kuhn
2201329,p1161,a5464,Oliver Horlacher
46736643,p1161,a5465,Edgar Luttmann
47463096,p1161,a5466,Egon Willighagen
47463096,p1357,a5466,Egon Willighagen
47463096,p1453,a5466,Egon Willighagen
1960369,p1162,a5467,Konstantinos Krampis
145348729,p1162,a5468,Tim Booth
46500693,p1162,a5469,Bela Tiwari
1877083,p1162,a5470,Mesude Bicak
1922881,p1162,a5471,D. Field
1723197,p1162,a5472,K. Nelson
2435213,p1163,a5473,Frederic D. Sigoillot
2068566134,p1163,a5474,Susan Lyman
49654461,p1163,a5475,J. Huckins
48455159,p1163,a5476,Britt Adamson
48331717,p1163,a5477,Eunah Chung
6110249,p1163,a5478,B. Quattrochi
34335568,p1163,a5479,R. King
37453425,p1164,a5480,Ronald C. Taylor
2072644960,p1165,a5481,Lin Dai
2170683088,p1165,a5482,Yan Guo
1768945,p1165,a5483,Jingfa Xiao
48805463,p1165,a5484,Zhang Zhang
2106301002,p1166,a5485,Renato de Paula
143906110,p1166,a5486,M. Holanda
2053026590,p1166,a5487,Luciana S. A. Gomes
3083019,p1166,a5488,Sérgio Lifschitz
2057331457,p1166,a5489,M. E. Walter
39458739,p1167,a5490,F. Asselbergs
17855952,p1167,a5491,Scott M. Williams
2620454,p1168,a5492,S. Sadedin
34919293,p1168,a5493,B. Pope
2489165,p1168,a5494,A. Oshlack
1941987,p1169,a5495,S. Cammer
32172408,p1169,a5496,Timothy P. Driscoll
145180664,p1169,a5497,S. Mane
2067728320,p1169,a5498,Mark Scott
145801861,p1169,a5499,E. Snyder
2109498868,p1169,a5500,Chunxia Wang
35055760,p1169,a5501,K. Williams
2067173969,p1169,a5502,Tian Xue
1810247168,p1169,a5503,Hyun Seung Yoo
2157167097,p1170,a5504,Xinchun Zhou
2462224,p1170,a5505,Jinghe Mao
40660439,p1170,a5506,Junmei Ai
46850985,p1170,a5507,Youping Deng
35457966,p1170,a5508,M. Roth
3240475,p1170,a5509,C. Pound
5355870,p1170,a5510,J. Henegar
144466546,p1170,a5511,R. Welti
3006059,p1170,a5512,S. Bigler
5259616,p1171,a5513,A. Prlić
5259616,p1239,a5513,A. Prlić
5259616,p1428,a5513,A. Prlić
27733692,p1171,a5514,Andrew D. Yates
27733692,p2216,a5514,Andrew D. Yates
2248371,p1171,a5515,S. Bliven
40951806,p1171,a5516,P. W. Rose
40951806,p1428,a5516,P. W. Rose
34216949,p1171,a5517,Julius O. B. Jacobsen
39911301,p1171,a5518,Peter V. Troshin
2053969826,p1171,a5519,M. Chapman
3208622,p1171,a5520,Jianjiong Gao
3208622,p1276,a5520,Jianjiong Gao
40416637,p1171,a5521,Chuan Hock Koh
2098132822,p1171,a5522,Sylvain Foisy
2098132822,p1239,a5522,Sylvain Foisy
143978665,p1171,a5523,Richard C. G. Holland
143978665,p1239,a5523,Richard C. G. Holland
116008243,p1171,a5524,G. Rimsa
47026700,p1171,a5525,M. Heuer
47026700,p1239,a5525,M. Heuer
47026700,p1381,a5525,M. Heuer
1401793767,p1171,a5526,Hannes Brandstätter-Müller
8918605,p1171,a5527,S. Willis
2918170,p1172,a5528,C. Andreini
47679133,p1172,a5529,I. Bertini
2861507,p1173,a5530,P. Hogeweg
40106029,p1174,a5531,G. Fernald
1959846,p1174,a5532,E. Capriotti
1959846,p1185,a5532,E. Capriotti
3172933,p1174,a5533,R. Daneshjou
1813912,p1174,a5534,K. Karczewski
144446128,p1174,a5535,R. Altman
144446128,p1271,a5535,R. Altman
46275982,p1175,a5536,Jinong Li
2116701340,p1175,a5537,Zhen Zhang
34337383,p1175,a5538,J. Rosenzweig
25055333,p1175,a5539,Young Y. Wang
1854415,p1175,a5540,D. Chan
143660072,p1176,a5541,A. Leitner
4145825,p1176,a5542,T. Walzthoeni
47567554,p1176,a5543,A. Kahraman
34951223,p1176,a5544,F. Herzog
3014968,p1176,a5545,O. Rinner
145412126,p1176,a5546,M. Beck
8587614,p1176,a5547,R. Aebersold
8587614,p1440,a5547,R. Aebersold
8587614,p2038,a5547,R. Aebersold
2109403,p1177,a5548,Wael Awada
1754042,p1177,a5549,D. Dittman
1690347,p1177,a5550,Amri Napolitano
1690347,p1189,a5550,Amri Napolitano
2971162,p1178,a5551,G. Štiglic
2592642,p1178,a5552,Simon Kocbek
1710947,p1178,a5553,Igor Pernek
1716474,p1178,a5554,P. Kokol
119607780,p1179,a5555,Y. H. Yang
1776472,p1179,a5556,B. Zhou
9392149,p1179,a5557,Albert Y. Zomaya
9392149,p1499,a5557,Albert Y. Zomaya
145892659,p1180,a5558,Borja Calvo
145892659,p1255,a5558,Borja Calvo
145585784,p1180,a5559,Roberto Santana
145585784,p1423,a5559,Roberto Santana
1687365,p1180,a5560,C. Bielza
1687365,p1423,a5560,C. Bielza
2086344475,p1180,a5561,Josu Galdiano
144762651,p1180,a5562,J. A. Lozano
144762651,p1255,a5562,J. A. Lozano
144762651,p1423,a5562,J. A. Lozano
2708156,p1180,a5563,R. Armañanzas
2708156,p1255,a5563,R. Armañanzas
2708156,p1423,a5563,R. Armañanzas
1800760,p1180,a5564,G. Santafé
2110404467,p1180,a5565,Aritz Pérez Martínez
145689219,p1180,a5566,V. Robles
145689219,p1423,a5566,V. Robles
145201255,p1181,a5567,S. Dua
2171571,p1181,a5568,Pradeep Chowriappa
2034203,p1182,a5569,Khalid Raza
48198424,p1183,a5570,Duojiao Wu
144365839,p1183,a5571,C. Rice
2144795979,p1183,a5572,Xiangdong Wang
2144795979,p1211,a5572,Xiangdong Wang
2144795979,p1225,a5572,Xiangdong Wang
1762010,p1184,a5573,C. Ouzounis
1938525,p1185,a5574,Nathan L. Nehrt
34867525,p1185,a5575,Y. Bromberg
1760853,p1186,a5576,A. Bustamam
1794869,p1186,a5577,K. Burrage
1805361,p1186,a5578,N. Hamilton
2599560,p1188,a5579,I. Borozan
2108897378,p1188,a5580,Shane Wilson
2077740,p1188,a5581,P. Blanchette
50761181,p1188,a5582,Philippe Laflamme
8633321,p1188,a5583,Stuart N. Watt
3482960,p1188,a5584,P. Krzyzanowski
2194018,p1188,a5585,F. Sircoulomb
2774308,p1188,a5586,R. Rottapel
2611402,p1188,a5587,P. Branton
50595521,p1188,a5588,V. Ferretti
3328057,p1189,a5589,J. V. Hulse
46555127,p1190,a5590,C. Goble
46555127,p1246,a5590,C. Goble
46555127,p1253,a5590,C. Goble
46555127,p1341,a5590,C. Goble
46555127,p1342,a5590,C. Goble
46555127,p1448,a5590,C. Goble
46555127,p1465,a5590,C. Goble
46555127,p1495,a5590,C. Goble
144223076,p1190,a5591,Jiten Bhagat
144223076,p1448,a5591,Jiten Bhagat
2594108,p1190,a5592,Sergejs Aleksejevs
144745522,p1190,a5593,Don Cruickshank
1974756,p1190,a5594,D. Michaelides
35024038,p1190,a5595,David R. Newman
50616147,p1190,a5596,Mark Borkum
1709236,p1190,a5597,S. Bechhofer
1709236,p1341,a5597,S. Bechhofer
1709236,p1342,a5597,S. Bechhofer
1709236,p1495,a5597,S. Bechhofer
144140870,p1190,a5598,M. Roos
1708123,p1190,a5599,D. D. Roure
3328649,p1191,a5600,D. Gevers
144538650,p1191,a5601,M. Pop
144538650,p1216,a5601,M. Pop
3118995,p1191,a5602,P. Schloss
2385871,p1192,a5603,K. Mochida
2385871,p1236,a5603,K. Mochida
2540087,p1192,a5604,K. Shinozaki
2540087,p1236,a5604,K. Shinozaki
1405449481,p1193,a5605,M. El-Kalioby
1723518,p1193,a5606,M. Abouelhoda
2064929074,p1193,a5607,Jan Krüger
1684868,p1193,a5608,R. Giegerich
2632965,p1193,a5609,A. Sczyrba
145968749,p1193,a5610,D. Wall
1815350,p1193,a5611,P. Tonellato
1815350,p2162,a5611,P. Tonellato
2356389,p1194,a5612,K. Megy
2114662901,p1194,a5613,David Campbell
2172784099,p1194,a5614,D. Hughes
2005710,p1194,a5615,Gautier Koscielny
144742721,p1194,a5616,C. Louis
7888691,p1194,a5617,S. Redmond
2079514491,p1194,a5618,Andrew Sheehan
144596952,p1194,a5619,Derek Wilson
144596952,p2174,a5619,Derek Wilson
144596952,p2467,a5619,Derek Wilson
1399515469,p1195,a5620,N. Rodríguez‐Ezpeleta
2185427,p1195,a5621,M. Hackenberg
2357226,p1195,a5622,A. Aransay
3770829,p1196,a5623,M. Drummond
6113538,p1196,a5624,J. McCarthy
49856578,p1196,a5625,M. Sinha
3707212,p1196,a5626,H. Spratt
6567558,p1196,a5627,E. Volpi
4518648,p1196,a5628,K. Esser
3645328,p1196,a5629,B. Rasmussen
2116918288,p1197,a5630,Ying Dai
3877041,p1198,a5631,A. Showalter
3877041,p1200,a5631,A. Showalter
31841365,p1198,a5632,Brian D. Keppler
31841365,p1200,a5632,Brian D. Keppler
48648968,p1198,a5633,J. Lichtenberg
48648968,p1200,a5633,J. Lichtenberg
40578125,p1198,a5634,Dazhang Gu
40578125,p1200,a5634,Dazhang Gu
46888415,p1202,a5635,A. Bateman
46888415,p1389,a5635,A. Bateman
46888415,p1396,a5635,A. Bateman
46888415,p2007,a5635,A. Bateman
46888415,p2008,a5635,A. Bateman
46888415,p2011,a5635,A. Bateman
46888415,p2017,a5635,A. Bateman
46888415,p2037,a5635,A. Bateman
46888415,p2049,a5635,A. Bateman
46888415,p2091,a5635,A. Bateman
46888415,p2095,a5635,A. Bateman
46888415,p2101,a5635,A. Bateman
46888415,p2118,a5635,A. Bateman
46888415,p2139,a5635,A. Bateman
46888415,p2174,a5635,A. Bateman
46888415,p2231,a5635,A. Bateman
46888415,p2239,a5635,A. Bateman
46888415,p2279,a5635,A. Bateman
46888415,p2327,a5635,A. Bateman
46888415,p2372,a5635,A. Bateman
46888415,p2454,a5635,A. Bateman
46888415,p2467,a5635,A. Bateman
46888415,p2488,a5635,A. Bateman
50486107,p1202,a5636,W. Pearson
1396904462,p1202,a5637,L. Stein
2549187,p1202,a5638,G. Stormo
143613691,p1202,a5639,J. Yates
143613691,p2330,a5639,J. Yates
1781522,p1203,a5640,R. Bellazzi
1737880,p1203,a5641,M. Masseroli
2296439,p1203,a5642,A. Shabo
2054062367,p1203,a5643,P. Romano
2054062367,p1221,a5643,P. Romano
2054062367,p1449,a5643,P. Romano
2054062367,p1468,a5643,P. Romano
48874586,p1204,a5644,M. Nadeau
5004635,p1205,a5645,K. G. Rigbolt
4092705,p1205,a5646,J. Vanselow
6223017,p1205,a5647,B. Blagoev
145352433,p1207,a5648,S. Subramaniam
145352433,p2378,a5648,S. Subramaniam
145736511,p1207,a5649,E. Fahy
145736511,p2378,a5649,E. Fahy
2375870,p1207,a5650,Shakti S. Gupta
2010397,p1207,a5651,Manish Sud
2010397,p2378,a5651,Manish Sud
2702272,p1207,a5652,R. Byrnes
12422948,p1207,a5653,Dawn Cotter
12422948,p2378,a5653,Dawn Cotter
2931967,p1207,a5654,A. Dinasarapu
1885858,p1207,a5655,M. Maurya
1696937,p1208,a5656,U. Maulik
82752795,p1208,a5657,S. Bandyopadhyay
